study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,effect_source,extraction_method,effect_direction,flag,study_design,genai_tool,measure_type,measure_instrument,source,reliability,review_needed,extraction_status,age_mean,age_sd,age_min,age_max,age_text,gpa_mean,gpa_sd,gpa_text,gender_female_n,gender_male_n,gender_female_pct,gender_male_pct,gender_other_pct,gender_text,screening_source,effect_type,effect_value,outcome_type,doi,note,confidence,meta_pdf_path,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment
56,056_02,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024.0,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Word Count per Example - Gen-Story,behavioral,not_reported,91.0,92.0,65.61,12.02,16.85,5.71,5.1694,0.308,4.5657,5.7731,5.191,,,,,calculated_from_table,table_ocr,not_reported,extreme_value,not_reported,not_reported,post-test,Word Count Analysis,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1145/3613904.3642393,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/056_Joanne_2024_Putting_Things_into_Context_Generative_A.pdf,,,,,,,,,,,low,144.0,,125.0,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,
56,056_03,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024.0,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Engagement Time (seconds/example),behavioral,not_reported,89.0,92.0,38.85,24.71,17.28,10.26,1.1421,0.1603,0.8279,1.4564,1.1469,,,,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Time Tracking,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1145/3613904.3642393,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/056_Joanne_2024_Putting_Things_into_Context_Generative_A.pdf,,,,,,,,,,,low,144.0,,125.0,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,
56,056_04,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024.0,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Engagement Time (seconds/example) - Gen-Story,behavioral,not_reported,91.0,92.0,43.97,23.42,17.28,10.26,1.4729,0.1667,1.1461,1.7996,1.479,,,,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Time Tracking,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1145/3613904.3642393,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/056_Joanne_2024_Putting_Things_into_Context_Generative_A.pdf,,,,,,,,,,,low,144.0,,125.0,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,
56,056_05,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024.0,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Flesch-Kincaid Reading Ease,cognitive,understand,89.0,92.0,26.59,17.63,55.99,22.48,-1.4464,0.167,-1.7737,-1.1191,-1.4525,,,,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Flesch-Kincaid Reading Ease,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1145/3613904.3642393,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/056_Joanne_2024_Putting_Things_into_Context_Generative_A.pdf,,,,,,,,,,,low,144.0,,125.0,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,
56,056_06,Putting Things into Context: Generative AI-Enabled Context Personalization for Vocabulary Learning Improves Learning Motivation,2024.0,Joanne Leong; Pat Pataranutaporn; Valdemar Danry; Florian Perteneder; Yaoli Mao; Pattie Maes,Flesch-Kincaid Reading Ease - Gen-Story,cognitive,understand,91.0,92.0,71.82,10.9,55.99,22.48,0.8908,0.155,0.587,1.1947,0.8946,,,,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Flesch-Kincaid Reading Ease,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1145/3613904.3642393,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/056_Joanne_2024_Putting_Things_into_Context_Generative_A.pdf,,,,,,,,,,,low,144.0,,125.0,,,,,,,,Control,Gen-Sentence/Gen-Story,"Overall demographics reported for 272 participants: 67 aged 18-24, 122 aged 25-34, 15 aged 35-44, etc. 144 women, 125 men. Control n=92, Gen-Sentence n=89, Gen-Story n=91. No baseline comparison table found.",,
57,057_01,Supporting Self-Reflection at Scale with Large Language Models: Insights from Randomized Field Experiments in Classrooms,2024.0,Harsh Kumar; Ruiwei Xiao; Benjamin Lawson; Ilya Musabirov; Jiakai Shi; Xinyuan Wang; Huayin Luo; J. Williams; Anna N. Rafferty; John Stamper; Michael Liut,not_reported,not_reported,not_reported,,,,,,,,,,,,,,,,not_reported,not_reported,not_reported,not_reported,RCT,ChatGPT,not_reported,not_reported,Semantic Scholar,not_reported,Yes,ocr_failed,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/057_Harsh_2024_Supporting_Self-Reflection_at_Scale_with.pdf,,,,,,,,,,,low,,,,,,,,,,,,,"Study conducted in undergraduate computer science courses, but baseline demographic tables not visible in provided pages",undergraduate,undergraduate
58,058_01,The Effects of Generative AI Agents and Scaffolding on Enhancing Students' Comprehension of Visual Learning Analytics,2024.0,Lixiang Yan; Roberto Martinez-Maldonado; Yueqiao Jin; Vanessa Echeverria; Mikaela Milesi; Jie Fan; Linxuan Zhao; Riordan Alfredo; Xinyu Li; Dragan Gašević,not_reported,not_reported,not_reported,,,,,,,,,,,,,,,,not_reported,not_reported,not_reported,not_reported,RCT,ChatGPT,not_reported,not_reported,arXiv,not_reported,Yes,ocr_failed,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/058_Lixiang_2024_The_Effects_of_Generative_AI_Agents_and_.pdf,,,,,,,,,,,low,,,,,,,,,,,DS,GAI/DSAI,"No baseline demographics table found. Text mentions 117 total participants, overall gender: 68 female, 48 male, 1 non-binary. Three conditions: DS, GAI, DSAI. Baseline demographics table may be in earlier pages not provided.",higher education students with healthcare/medical/nursing backgrounds,higher education students with healthcare/medical/nursing backgrounds
59,059_01,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Ethical standards,affective,not_reported,52.0,47.0,36.95,36.95,64.44,543.5,-0.0727,0.2013,-0.4673,0.3219,-0.0733,,,<.000,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1097/CIN.0000000000001177,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/059_Hyewon_2024_The_Impact_of_Artificial_Intelligence-As.pdf,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_02,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Nursing processes,cognitive,apply,52.0,47.0,35.69,35.69,65.83,478.0,-0.0906,0.2014,-0.4853,0.3041,-0.0913,,,<.000,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1097/CIN.0000000000001177,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/059_Hyewon_2024_The_Impact_of_Artificial_Intelligence-As.pdf,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_03,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Knowledge of professional standards,cognitive,remember,52.0,47.0,47.09,47.09,53.22,1070.5,-0.0082,0.2013,-0.4027,0.3862,-0.0083,,,.26,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1097/CIN.0000000000001177,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/059_Hyewon_2024_The_Impact_of_Artificial_Intelligence-As.pdf,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_04,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Understanding of ethical concepts,cognitive,understand,52.0,47.0,41.19,41.19,59.74,764.0,-0.0349,0.2013,-0.4294,0.3596,-0.0352,,,<.001,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1097/CIN.0000000000001177,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/059_Hyewon_2024_The_Impact_of_Artificial_Intelligence-As.pdf,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_05,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Communication of professional and ethical standards,behavioral,not_reported,52.0,47.0,50.58,50.58,49.36,1192.0,0.0015,0.2013,-0.393,0.396,0.0015,,,.812,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1097/CIN.0000000000001177,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/059_Hyewon_2024_The_Impact_of_Artificial_Intelligence-As.pdf,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_06,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Analysis of challenges and barriers,cognitive,analyze,52.0,47.0,40.85,40.85,60.13,746.0,-0.0372,0.2013,-0.4317,0.3573,-0.0375,,,<.001,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1097/CIN.0000000000001177,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/059_Hyewon_2024_The_Impact_of_Artificial_Intelligence-As.pdf,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_07,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Application of ethical principles,cognitive,apply,52.0,47.0,37.42,37.42,63.91,568.0,-0.067,0.2013,-0.4616,0.3276,-0.0676,,,<.001,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1097/CIN.0000000000001177,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/059_Hyewon_2024_The_Impact_of_Artificial_Intelligence-As.pdf,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_08,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Application of nursing processes,cognitive,apply,52.0,47.0,48.06,48.06,52.15,1121.0,-0.0053,0.2013,-0.3997,0.3892,-0.0053,,,.455,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1097/CIN.0000000000001177,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/059_Hyewon_2024_The_Impact_of_Artificial_Intelligence-As.pdf,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_09,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Critical thinking skills,cognitive,analyze,52.0,47.0,33.42,33.42,68.34,360.0,-0.1391,0.2015,-0.5341,0.2559,-0.1402,,,<.001,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1097/CIN.0000000000001177,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/059_Hyewon_2024_The_Impact_of_Artificial_Intelligence-As.pdf,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_10,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Integration of evidence-based knowledge and clinical reasoning,cognitive,analyze,52.0,47.0,34.78,34.78,66.84,430.5,-0.1069,0.2014,-0.5017,0.2878,-0.1078,,,<.001,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1097/CIN.0000000000001177,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/059_Hyewon_2024_The_Impact_of_Artificial_Intelligence-As.pdf,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_11,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Collaboration and teamwork,behavioral,not_reported,52.0,47.0,48.35,48.35,51.83,1136.0,-0.0044,0.2013,-0.3989,0.3901,-0.0044,,,.531,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1097/CIN.0000000000001177,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/059_Hyewon_2024_The_Impact_of_Artificial_Intelligence-As.pdf,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
59,059_12,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Reflection and improvement,metacognitive,not_reported,52.0,47.0,39.46,39.46,61.66,674.0,-0.0474,0.2013,-0.4419,0.3472,-0.0477,,,<.001,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Ethical Standards and Nursing Process Reports,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1097/CIN.0000000000001177,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/059_Hyewon_2024_The_Impact_of_Artificial_Intelligence-As.pdf,,,,,,,,,,,medium,,,,,,,,,3rd year,3rd year,Control,Experimental,"Text mentions third-year nursing students, women-only university, comparable experience and academic performance, but no baseline demographics table visible in provided images",undergraduate,undergraduate
60,060_01,The Role of AI-Assisted Learning in Academic Writing: A Mixed-Methods Study on Chinese as a Second Language Students,2024.0,not_reported,Academic Writing Pre-test,cognitive,apply,25.0,25.0,61.44,11.06,64.06,8.42,-0.2624,0.2841,-0.8191,0.2944,-0.2666,-1.437,,0.78,,calculated_from_table,table_ocr,not_reported,not_reported,RCT,ChatGPT,pre-test,Academic Writing Test,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,rag_screening,,,,10.3390/educsci15020141,"Meets all inclusion criteria: RCT with ChatGPT intervention, university students, pre-post quantitative design with writing assessment rubrics",high,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/060_Unknown_2024_The_Role_of_AI-Assisted_Learning_in_Acad.pdf,21.3,,,,,,,,,,medium,16.0,15.0,9.0,10.0,,,,,3rd year,3rd year,Traditional,AI-assisted,"50 third-year international undergraduate CSL students, age range 20-27 years, mean age 21.3 years. Control group: 16 female, 9 male. Treatment group: 15 female, 10 male. From page 5-6 methodology section.",undergraduate,undergraduate
60,060_02,The Role of AI-Assisted Learning in Academic Writing: A Mixed-Methods Study on Chinese as a Second Language Students,2024.0,not_reported,Academic Writing Post-test,cognitive,apply,25.0,25.0,89.74,9.08,82.15,10.23,0.7724,0.2932,0.1977,1.3471,0.7847,6.53,,0.0,,calculated_from_table,table_ocr,not_reported,not_reported,RCT,ChatGPT,post-test,Academic Writing Test,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,rag_screening,,,,10.3390/educsci15020141,"Meets all inclusion criteria: RCT with ChatGPT intervention, university students, pre-post quantitative design with writing assessment rubrics",high,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/060_Unknown_2024_The_Role_of_AI-Assisted_Learning_in_Acad.pdf,21.3,,,,,,,,,,medium,16.0,15.0,9.0,10.0,,,,,3rd year,3rd year,Traditional,AI-assisted,"50 third-year international undergraduate CSL students, age range 20-27 years, mean age 21.3 years. Control group: 16 female, 9 male. Treatment group: 15 female, 10 male. From page 5-6 methodology section.",undergraduate,undergraduate
62,062_01,Using ChatGPT in Psychiatry to Design Script Concordance Tests in Undergraduate Medical Education: Mixed Methods Study,2024.0,Alexandre Hudon; Barnabé Kiepura; Myriam Pelletier; Véronique Phan,not_reported,not_reported,not_reported,102.0,102.0,,,,,,,,,,,,,,not_reported,not_reported,not_reported,not_reported,not_reported,ChatGPT,not_reported,not_reported,Semantic Scholar,not_reported,Yes,ocr_failed,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,M_SD,,cognitive,10.2196/54067,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/062_Alexandre_2024_Using_ChatGPT_in_Psychiatry_to_Design_Sc.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Only overall sample demographics reported (N=102), no breakdown by ChatGPT vs expert-generated SCT groups. Study compares participant evaluations of different SCTs rather than participant outcomes by group.",,
63,063_01,Evaluation of ChatGPT’s Real-Life Implementation in Undergraduate Dental Education: Mixed Methods Study,2023.0,not_reported,knowledge examination,cognitive,understand,39.0,38.0,7.54,1.18,6.94,1.12,0.5161,0.2317,0.062,0.9703,0.5214,,,< .045,,calculated_M_SD,not_reported,positive,not_reported,RCT,ChatGPT,post-test,multiple-choice questions,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,rag_screening,,,,10.2196/51344,"Meets all criteria: ChatGPT intervention with undergraduate dental students, randomized controlled design comparing ChatGPT vs literature research groups, quantitative examination grades showing ChatGPT group outperformed controls",high,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/063_Unknown_2023_Evaluation_of_ChatGPTs_Real-Life_Impleme.pdf,,,,,,,,,,,low,,,,,,,,,2nd year,2nd year,literature research group,ChatGPT group,No baseline demographics table found in provided pages. Sample sizes from Methods section text.,undergraduate,undergraduate
